"Parent SKU","Product ID","Product SKU","Product Name","Slug","Permalink","Product URL","Description","Excerpt","Product Published","Product Modified","Type","Visibility","Featured","Virtual","Downloadable","Price","Sale Price","Sale Price Dates From","Sale Price Dates To","Weight","Weight Unit","Height","Height Unit","Width","Width Unit","Length","Length Unit","Category","Tag","Featured Image","Product Gallery","Tax Status","Tax Class","Shipping Class","Download File Name","Download File URL Path","Download Limit","Download Expiry","Download Type","Manage Stock","Quantity","Stock Status","Allow Backorders","Sold Individually","Up-Sells","Cross-Sells","External URL","Button Text","Purchase Note","Product Status","Enable Reviews","Sort Order","Advanced Google Product Feed - Availability","Advanced Google Product Feed - Condition","Advanced Google Product Feed - Brand","Advanced Google Product Feed - Product Type","Advanced Google Product Feed - Google Product Category","Advanced Google Product Feed - Global Trade Item Number (GTIN)","Advanced Google Product Feed - Manufacturer Part Number (MPN)","Advanced Google Product Feed - Gender","Advanced Google Product Feed - Age Group","Advanced Google Product Feed - Colour","Advanced Google Product Feed - Size","WordPress SEO - Focus Keyword","WordPress SEO - Meta Description","WordPress SEO - SEO Title","WordPress SEO - Google+ Description","WordPress SEO - Facebook Description"
"881314327430","328","","Variation #328 of Gluten-free Rolled Oats","","http://sattvicfoods.in/product_variation/","http://sattvicfoods.in/product/gluten-free-jumbo-rolled-oats/?attribute_size=500+g","","","06/01/2015","06/01/2015","Variation","","No","No","No","120","","","","","","","","","","","","Grains","","",,"","",,,,"","","Standard","No","","In Stock","No","No","","","","","","Publish","Closed","0","","","","","","","","",,,"","","","","",""
"","326","881314327430","Gluten-free Rolled Oats","gluten-free-jumbo-rolled-oats","http://sattvicfoods.in/product/gluten-free-jumbo-rolled-oats/","http://sattvicfoods.in/product/gluten-free-jumbo-rolled-oats/","<h3>Source of our Rolled Oats</h3>
Oats as we know them today originate from the wild red oat, a plant with origins in Asia. Originally cultivated for medicinal purposes, Oats have now become a food staple due to their numerous health benefits.

We import whole grain Oats from Western Australia which is one of the highest quality producers of this healthy grain. These Oats are then washed, hulled and dried in India and further processed at our facilities.
<h3>About our Rolled Oats</h3>
Today Rolled Oats are widely accepted as nutritional powerhouses for dietary fiber and protein. Our Rolled Oats contain a special type of fiber that is especially good for the reduction of cholesterol called beta-glucan. Beta-glucans also aid in the support of the immune system and can help regulate blood sugar. They are also wonderful for soothing irritated skin when used in baths.
<h3>Ingredients</h3>
Gluten free Whole grain Oats
<h3>Why Buy Our Rolled Oats</h3>
At last, Oats that people with celiac disease or gluten intolerance can enjoy, too!

Not only are oats an excellent source of dietary fiber, they also reduce serum cholesterol levels in the body. Rolled Oats are higher in protein and healthy fats, and lower in carbohydrates than most other whole grains. They contain more soluble fiber than any other grain.

Oats contain more than 20 unique polyphenols, which have strong anti-oxidant, anti-inflammatory, and anti-itching properties. They also have the best amino acid balance of all cereal grains.

Most of the Oats available commercially are Instant Oats, here is an article that compares the health benefits of <a href=""http://www.livestrong.com/article/537479-the-nutritional-value-of-instant-oats-vs-rolled-oats/"" target=""_blank"">Rolled Oats v/s Instant Oats.</a>

Make a deliciously wholesome, chewy, hot cereal or on the go snack that provides lasting energy all morning. This favorite breakfast cereal is a great way to start your day and add fiber to your diet.
<h3>How to use our Rolled Oats</h3>
<ul>
	<li>Soak and consume as porridge</li>
	<li>Grind and use a flour</li>
	<li>Bake into Breads, cereal</li>
</ul>
Read more about the <a href=""http://sattvicfoods.in/blogs/health-benefits-of-oats"" target=""_blank"">Health Benefits of Rolled Oats</a>","Our Whole grain Rolled Oats are of the highest grade and freshness, Lab tested Gluten-free","06/01/2015","02/08/2015","Variable","Catalog & Search","Yes","No","No","120","","","","","","","","","","","","Grains","Fiber|Gluten-free|Protein|Vegan","http://sattvicfoods.in/wp-content/uploads/2015/01/RolledOats.jpg","135|376","Taxable","",,,,"","","Standard","Yes","1000019","In Stock","No","Yes","","795525262612|795525262629","","","","Publish","Closed","0","","","","","","","","",,,"","Rolled Oats","Rolled Oats are higher in protein and healthy fats, lower in carbohydrates and contain more soluble fiber than most other whole grains.","Buy Rolled Oats | Gluten-free | Whole Grain | Sattvic Foods","",""
"753807915946","324","","Variation #324 of Neem Honey (The Village Pharmacy)","","http://sattvicfoods.in/product_variation/","http://sattvicfoods.in/product/wild-forest-neem-honey/?attribute_size=200+g","","","06/01/2015","06/01/2015","Variation","","No","No","No","250","","","","","","","","","","","","Honeys","","",,"","",,,,"","","Standard","No","","In Stock","No","No","","","","","","Publish","Closed","0","","","","","","","","",,,"","","","","",""
"753807915946","323","","Variation #323 of Wild Forest Neem Honey","","http://sattvicfoods.in/product_variation/","http://sattvicfoods.in/product/wild-forest-neem-honey/?attribute_size=500+g","","","06/01/2015","06/01/2015","Variation","","No","No","No","500","","","","","","","","","","","","Honeys","","",,"","",,,,"","","Standard","No","","In Stock","No","No","","","","","","Publish","Closed","1","","","","","","","","",,,"","","","","",""
"","322","753807915946","Wild Forest Neem Honey","wild-forest-neem-honey","http://sattvicfoods.in/product/wild-forest-neem-honey/","http://sattvicfoods.in/product/wild-forest-neem-honey/","Wild Forest Neem honey is collected from wild beehives by traditional groups of tribal honey foragers living in the virgin forest lands of central India. These remote forests hold a diverse variety of plants and flowers long revered by the ancient science of health, Ayurveda, for their health-promoting properties.

An amazing dark honey with a rich natural dark toffee, gingerbread taste and the distinctive essence of honey itself — warm and enveloping and wildly floral.

This honey not only tastes great, but it’s got medicinal properties too. Neem Honey is collected using cruelty-free methods from wild beehives by indigenous tribes in the dense virgin forests of Central India. Neem, is prized throughout the world for its wide-ranging health benefits.

Neem Honey is 100% raw and unheated, preserving all the delicate enzymes and health-promoting qualities derived from the flower essences. This honey is produced by indigenous wild rock bees, not domesticated honey bees. It’s hard to go back to farmed honey after you've tasted wild — the dimensions of flavor are so explosive, and the health benefits so much more profound.

&nbsp;","Wild Forest Honey is 100% raw and unheated, preserving all the delicate enzymes and health-promoting qualities derived from the flower essences. This honey is produced by indigenous wild rock bees, not domesticated honeybees.","06/01/2015","24/08/2015","Variable","Catalog & Search","No","No","No","250","","","","","","","","","","","","Honeys","","http://sattvicfoods.in/wp-content/uploads/2015/01/IMG_6295.jpg","138|1046","Taxable","",,,,"","","Standard","No","","In Stock","No","Yes","","","","","","Publish","Closed","0","","","","","","","","",,,"","Neem Honey","Neem honey has an amazing rich natural dark toffee, gingerbread taste and the distinctive essence of honey itself collected by tribal honey foragers","Buy Neem Honey | Wild Forest | Raw | Sattvic Foods India","",""
"753807916004","321","","Variation #321 of Honey of Kashmir (Raw Acacia Honey)","","http://sattvicfoods.in/product_variation/","http://sattvicfoods.in/product/honey-of-kashmir-raw-acacia-honey/?attribute_size=200+g","","","06/01/2015","06/01/2015","Variation","","No","No","No","350","","","","","","","","","","","","Honeys","","",,"","",,,,"","","Standard","No","","In Stock","No","No","","","","","","Publish","Closed","0","","","","","","","","",,,"","","","","",""
"753807916004","320","","Variation #320 of Honey of Kashmir (Raw Acacia Honey)","","http://sattvicfoods.in/product_variation/","http://sattvicfoods.in/product/honey-of-kashmir-raw-acacia-honey/?attribute_size=500+g","","","06/01/2015","06/01/2015","Variation","","No","No","No","700","","","","","","","","","","","","Honeys","","",,"","",,,,"","","Standard","No","","In Stock","No","No","","","","","","Publish","Closed","1","","","","","","","","",,,"","","","","",""
"","319","753807916004","Honey of Kashmir (Raw Acacia Honey)","honey-of-kashmir-raw-acacia-honey","http://sattvicfoods.in/product/honey-of-kashmir-raw-acacia-honey/","http://sattvicfoods.in/product/honey-of-kashmir-raw-acacia-honey/","<h3>Source of our Honey</h3>
<span style=""line-height: 1.5;"">From the Himalayan forests of Kashmir our Acacia is light-colored, like liquid glass, with a mild taste containing hints of vanilla. Its delicate flavour allows it to pair well with cheese. Our Acacia honey rarely crystallizes.</span>
<h3>About our Honey</h3>
Our Acacia honey, contains compounds called flavonoids and phenolics that act as antioxidants. Antioxidants protect the cells from damage done by free radicals.It preserves its liquid state for a long period of time due to its high fructose content. Its low sugar level, makes it a perfect choice for people suffering from diabetes . Our Acacia<strong> </strong>Honey tastes as lovely as it looks.
<h3>Ingredients</h3>
Raw Acacia Honey
<h3>Why buy our Acacia Honey</h3>
<ul>
	<li>Our Acacia Honey is Raw , Untreated and Pure</li>
	<li>Direct from Beekeepers</li>
	<li>Never crystallizes</li>
</ul>
<h3>How to use Acacia Honey</h3>
<ul>
	<li>Acacia honey is best consumed every morning, one teaspoon before breakfast (if needed use more), or dissolved in warm water or even better in <a href=""http://sattvicfoods.in/product/himalayan-apple-cider-vinegar"" target=""_blank"">Apple Cider Vinegar</a>.</li>
	<li>It is recommended to use it with chamomile tea, because it improves the effect of tea.</li>
	<li>It is an excellent sweetener because it does not alter the taste or the flavor of any kind of drink. It doesn't have an aftertaste and can be used in any beverage.</li>
</ul>
Read more about the <a href=""http://sattvicfoods.in/products/health-benefits-of-acacia-honey"" target=""_blank"">Health Benefits of Acacia Honey</a>","From the Himalayan forests of Kashmir our Acacia Honey is light-colored, mildly sweet with a tantalizing taste.","06/01/2015","01/08/2015","Variable","Catalog & Search","No","No","No","350","","","","","","","","","","","","Honeys","","http://sattvicfoods.in/wp-content/uploads/2015/01/Acacia-Honey.jpg","102|107|106|379","Taxable","",,,,"","","Standard","No","","In Stock","No","Yes","","","","","","Publish","Closed","0","","","","","","","","",,,"","Acacia Honey","From the Himalayan forests of Kashmir our Acacia Honey is light-colored, like liquid glass, with a mild taste containing hints of vanilla.","Honey of Kashmir (Raw Acacia Honey)","",""
"881314327256","318","","Variation #318 of Forest Honey (From the Tribals of the Deep Forest)","","http://sattvicfoods.in/product_variation/","http://sattvicfoods.in/product/forest-honey/?attribute_size=200+g","","","06/01/2015","06/01/2015","Variation","","No","No","No","300","","","","","","","","","","","","Honeys","","",,"","",,,,"","","Standard","No","","Out of Stock","No","No","","","","","","Publish","Closed","0","","","","","","","","",,,"","","","","",""
"881314327256","317","","Variation #317 of Forest Honey (From the Tribals of the Deep Forest)","","http://sattvicfoods.in/product_variation/","http://sattvicfoods.in/product/forest-honey/?attribute_size=500+g","","","06/01/2015","06/01/2015","Variation","","No","No","No","700","","","","","","","","","","","","Honeys","","",,"","",,,,"","","Standard","No","","Out of Stock","No","No","","","","","","Publish","Closed","1","","","","","","","","",,,"","","","","",""
"","316","881314327256","Forest Honey (From the Tribals of the Deep Forest)","forest-honey","http://sattvicfoods.in/product/forest-honey/","http://sattvicfoods.in/product/forest-honey/","Forest Honey is a dense forest filled with trees that constantly seep out honey sap out of their exterior, making the forest a natural source of rich honey. This honey is collected from wild beehives by groups of expert honey foragers, carrying on traditional methods. The foragers return at night to collect the honey while the bees are sleeping. They never use smoke or any other process that could cause harm to the bees, their hives, or the forest vegetation.
<h3>Sources of Our Forest Honey</h3>
Wild Forest Honey is collected from wild beehives by traditional groups of tribal honey foragers. These experts travel deep within the forests to gather the wild honey, well beyond the reach of automobiles and other pollutants.
<h3>About Our Forest Honey</h3>
Our  Forest Honey is 100% raw and unheated, preserving all the delicate enzymes and health-promoting qualities. It is usually darker with a higher mineral content, and has with a stronger taste and particular nutritional/therapeutic benefits.  Forest honey that is rich in minerals and complex sugar has strong antibacterial and antioxidant properties. So try this incredibly healthy and unique tasting honey and let us know what you think.
<h3>Ingredients</h3>
Wild Forest Honey

Why Buy Our Forest Honey
<ul>
	<li>Does not crystallize at all due to lower glucose content.</li>
	<li>Contains high concentration of minerals</li>
	<li>Possess strong flavor with a woody taste and leaves an aftertaste.</li>
	<li>Dark color with slight green fluorescence.</li>
	<li>Very less aroma.</li>
	<li>Highly viscous solution that is sticky to touch.</li>
</ul>
&nbsp;

<strong>Difference between nectar honey and forest honey:</strong>
There are several differences between nectar honey (which is based on flowers) and forest honey.
<ul>
	<li>Composition: Forest honey variety contains high amount of minerals, complex sugars such as raffinose and melezitose and amino acids.</li>
	<li>Taste and color: It is dark in color and less sweet compared to the blossom honey.</li>
	<li>Crystallization: Presence of complex sugars prevents it from crystallization. The high fructose to glucose ratio and less amount of water prevent it from crystallization.</li>
</ul>
Read more about <a href=""http://sattvicfoods.in/products/health-benefits-of-forest-honey"" target=""_blank"">Health benefits of Forest Honey</a>

&nbsp;

&nbsp;","","06/01/2015","24/08/2015","Variable","Catalog & Search","No","No","No","300","","","","","","","","","","","","Honeys","","http://sattvicfoods.in/wp-content/uploads/2015/01/IMG_6286.jpg","98","Taxable","",,,,"","","Standard","No","","Out of Stock","No","Yes","","","","","","Publish","Closed","0","","","","","","","","",,,"","Forest Honey","","","",""
"753807915922","315","","Variation #315 of Dehydrated Mint Powder","","http://sattvicfoods.in/product_variation/","http://sattvicfoods.in/?post_type=product&p=313&attribute_size=500+g","","","06/01/2015","06/01/2015","Variation","","No","No","No","600","","","","","","","","","","","","Dehydrates","","",,"","",,,,"","","Standard","No","","In Stock","No","No","","","","","","Publish","Closed","1","","","","","","","","",,,"","","","","",""
"753807915922","314","","Variation #314 of Dehydrated Mint Powder","","http://sattvicfoods.in/product_variation/","http://sattvicfoods.in/?post_type=product&p=313&attribute_size=50+g","","","06/01/2015","06/01/2015","Variation","","No","No","No","75","","","","","","","","","","","","Dehydrates","","",,"","",,,,"","","Standard","No","","In Stock","No","No","","","","","","Publish","Closed","0","","","","","","","","",,,"","","","","",""
"","313","753807915922","Dehydrated Mint Powder","dehydrated-mint-powder","http://sattvicfoods.in/?post_type=product&p=313","http://sattvicfoods.in/?post_type=product&p=313","<p class=""p1"">Mint powder can be used in chutneys, sauces & soups. These Mint Leaves are dehydrated and then ground into a powder. Retaining all the protective nutrients of Mint, this powder is naturally rich in vitamins, minerals, and nitrate. There are no additives.</p>
<p class=""p1"">Approximately 1 kg of premium quality hand picked mint is used to produce 50 g of mint powder.</p>
<strong>Health Benefits:</strong>
<ul>
	<li>Packed with antioxidants and phytonurients that do wonders for your stomach. The menthol present in <i>pudina </i>helps the enzymes necessary for digestion and helps the process along, by acting on the smooth muscles of the stomach. These muscles when activated work more efficiently relieving indigestion.</li>
	<li>Mint has a unique property that soothes and calms itchy and infected skin. The strong antioxidants present in mint leaves leaves the skin with a natural glow and rehydrate dull and dry skin.</li>
	<li>It kills bacteria in the mouth preventing tooth decay, beats <a href=""http://www.thehealthsite.com/topics/bad-breath/"" target=""_blank"">bad breath</a> and keeps your tongue and teeth clean naturally.</li>
	<li>Mint has a very strong odour which helps open up the airways and allows relaxed breathing. It is also an expectorant and helps the expulsion of phlegm, allowing the patient recover faster.</li>
	<li>Since mint leaves purify the blood and have an anti-spasmodic effect on the soothe muscles of our body, it is a great remedy to relieve the pain of menstrual cramps. It also relieves nausea associated with the condition. Due to the effects it has on one’s stomach, it is a great remedy for expectant mothers. It helps relieve the nausea related to morning sickness by activating the enzymes necessary for digestion.</li>
	<li>Mint leaves are packed with nutrients such as calcium, phosphorous, vitamin C, D, E and small amounts of vitamin B complex.</li>
	<li>Mint has a potent phytochemical that can prevent various types of cancers. Called perillyl alcohol, the phytonutrient has shown the capability of preventing skin cancer, colon cancer and lung cancer in animal studies.</li>
</ul>
<strong>Our Technology</strong>

Our pioneering technology targets and evaporates water molecules without disturbing the antioxidants, vitamins or minerals in the original material.

Within hours, freshly picked produce becomes a fine powder that retains 100 percent nutrition, as well as full flavor, aroma and color. Our powders retain the integrity of farm-fresh fruits and vegetables better than any other technology.

<strong>Benefits:</strong>

Ease of consumption
Add natural color and health benefits

&nbsp;","","06/01/2015","22/07/2015","Variable","Catalog & Search","No","No","No","75","","","","","","","","","","","","Dehydrates","","http://sattvicfoods.in/wp-content/uploads/2015/01/IMG_6264.jpg","147","Taxable","",,,,"","","Standard","No","","In Stock","No","Yes","","","","","","Draft","Closed","0","","","","","","","","",,,"","","","","",""
"881314327355","312","","Variation #312 of Gluten-free Baked Melon Seeds","","http://sattvicfoods.in/product_variation/","http://sattvicfoods.in/product/gluten-free-baked-melon-seeds/?attribute_size=200+g","","","06/01/2015","06/01/2015","Variation","","No","No","No","200","","","","","","","","","","","","Snacks","","",,"","",,,,"","","Standard","No","","In Stock","No","No","","","","","","Publish","Closed","1","","","","","","","","",,,"","","","","",""
"881314327355","311","","Variation #311 of Gluten-free Baked Melon Seeds","","http://sattvicfoods.in/product_variation/","http://sattvicfoods.in/product/gluten-free-baked-melon-seeds/?attribute_size=60+g","","","06/01/2015","06/01/2015","Variation","","No","No","No","75","","","","","","","","","","","","Snacks","","",,"","",,,,"","","Standard","No","","In Stock","No","No","","","","","","Publish","Closed","0","","","","","","","","",,,"","","","","",""
"","310","881314327355","Gluten-free Baked Melon Seeds","gluten-free-baked-melon-seeds","http://sattvicfoods.in/product/gluten-free-baked-melon-seeds/","http://sattvicfoods.in/product/gluten-free-baked-melon-seeds/","This simple yet tasty combination of Balsamic Vinegar, Sea Salt and Melon seeds is another lip smacker and we guarantee you won’t be able to stop before you finish the packet.

Very tasty and extremely light, this ultra healthy snack contains no Oils or Sugars.

This snack is Gluten Free, Oil Free, Sugar Free.
<h3>Ingredients</h3>
INGREDIENTS: MUSKMELON SEEDS, BALSAMIC VINEGAR, SEA SALT.

&nbsp;","","06/01/2015","13/08/2015","Variable","Catalog & Search","No","No","No","75","","","","","","","","","","","","Snacks","","http://sattvicfoods.in/wp-content/uploads/2014/11/SF_melonSeeds_baked.png","23|24","Taxable","",,,,"","","Standard","No","","In Stock","No","Yes","","","","","","private","Closed","0","","","","","","","","",,,"","","","","",""
"753807916011","309","","Variation #309 of Gluten-free Baked Fox Nut","","http://sattvicfoods.in/product_variation/","http://sattvicfoods.in/product/gluten-free-baked-fox-nut/?attribute_size=125+g","","","06/01/2015","06/01/2015","Variation","","No","No","No","200","","","","","","","","","","","","Snacks","","",,"","",,,,"","","Standard","No","","In Stock","No","No","","","","","","Publish","Closed","1","","","","","","","","",,,"","","","","",""
"753807916011","308","","Variation #308 of Gluten-free Baked Fox Nut","","http://sattvicfoods.in/product_variation/","http://sattvicfoods.in/product/gluten-free-baked-fox-nut/?attribute_size=40+g","","","06/01/2015","06/01/2015","Variation","","No","No","No","75","","","","","","","","","","","","Snacks","","",,"","",,,,"","","Standard","No","","In Stock","No","No","","","","","","Publish","Closed","0","","","","","","","","",,,"","","","","",""
"","307","753807916011","Gluten-free Baked Fox Nut","gluten-free-baked-fox-nut","http://sattvicfoods.in/product/gluten-free-baked-fox-nut/","http://sattvicfoods.in/product/gluten-free-baked-fox-nut/","A Snack like no other. Crunchy buttery and delicious, like popcorn but healthier and tastier. We guarantee lip smacking deliciousness that will make you gobble down the entire packet in seconds.
<p class=""p1"">Ancient Asian traditions believe that lotus seeds were the fountain of youth. Consuming leads to immunity, longevity and energy.</p>
<p class=""p1"">Our Makhana is baked in Ghee with a little bit of flavour and spice to bring out the goodness while adding some crunch.</p>
<p class=""p1"">This product is 100% Natural and Gluten-free.</p>

<h3>Ingredients</h3>
INGREDIENTS: FOX NUT (POPPED LOTUS SEEDS), GHEE, TURMERIC, PAPRIKA, SEA SALT.

&nbsp;","","06/01/2015","24/08/2015","Variable","Hidden","No","No","No","75","","","","","","","","","","","","Snacks","","http://sattvicfoods.in/wp-content/uploads/2015/01/IMG_6324.jpg","42|41","Taxable","",,,,"","","Standard","No","","In Stock","No","Yes","","","","","","private","Closed","0","","","","","","","","",,,"","","","","",""
"881314327362","305","","Variation #305 of Gluten-free Tangy Baked Sunflower Seeds","","http://sattvicfoods.in/product_variation/","http://sattvicfoods.in/product/gluten-free-tangy-baked-sunflower-seeds/?attribute_size=500+g","","","06/01/2015","06/01/2015","Variation","","No","No","No","600","","","","","","","","","","","","Snacks","","",,"","",,,,"","","Standard","No","","In Stock","No","No","","","","","","Publish","Closed","0","","","","","","","","",,,"","","","","",""
"","304","881314327362","Gluten-free Tangy Baked Sunflower Seeds","gluten-free-tangy-baked-sunflower-seeds","http://sattvicfoods.in/product/gluten-free-tangy-baked-sunflower-seeds/","http://sattvicfoods.in/product/gluten-free-tangy-baked-sunflower-seeds/","This healthy snack is loaded with OMEGA-3s.

Our Sunflower seeds are baked with Tomato Powder, Sesame Oil and a few other spices to give it a slightly sweet yet spicy flavour.

Not just super healthy but amazingly tasty as well.
<h3>Ingredients</h3>
INGREDIENTS: SUNFLOWER SEEDS, SUNFLOWER OIL, TOMATO POWDER, CUMIN POWDER, PAPRIKA, JAGGERY, SEA SALT.

&nbsp;","","06/01/2015","13/08/2015","Variable","Catalog & Search","No","No","No","600","","","","","","","","","","","","Snacks","","http://sattvicfoods.in/wp-content/uploads/2015/01/IMG_6317.jpg","27|28","Taxable","",,,,"","","Standard","No","","In Stock","No","Yes","","","","","","private","Closed","0","","","","","","","","",,,"","","","","",""
"881314327386","302","","Variation #302 of Gluten-free Zesty Granola (Walnuts & Cranberries)","","http://sattvicfoods.in/product_variation/","http://sattvicfoods.in/product/gluten-free-zesty-granola-walnuts-cranberries/?attribute_size=500+g","","","06/01/2015","06/01/2015","Variation","","No","No","No","400","","","","","","","","","","","","Snacks","","",,"","",,,,"","","Standard","No","","In Stock","No","No","","","","","","Publish","Closed","0","","","","","","","","",,,"","","","","",""
"","301","881314327386","Gluten-free Zesty Granola (Walnuts & Cranberries)","gluten-free-zesty-granola-walnuts-cranberries","http://sattvicfoods.in/product/gluten-free-zesty-granola-walnuts-cranberries/","http://sattvicfoods.in/product/gluten-free-zesty-granola-walnuts-cranberries/","Our Granolas are something special, made from the highest quality Oats with a blend of the perfect flavours. Don’t miss a chance to bite into some awesomeness.

Taste our mouthwateringly delicious combination of Walnuts and Cranberries where the inherent sweetness of the Cranberries balances the bitterness of the this amazingly healthy nut.

Our Cranberries are of the highest grade imported from USA, combined with our Walnuts from Kashmir.

This Granola is flavoured with a little Nutmeg to give it a mild yet Indianized taste.
<h3>Ingredients</h3>
INGREDIENTS:  CERTIFIED GLUTEN FREE OATS, MULTIFLORA HONEY, DRIED CRANBERRIES, COCONUT OIL, WALNUTS.  <strong>CONTAINS: WALNUTS</strong>

&nbsp;","","06/01/2015","13/08/2015","Variable","Catalog & Search","No","No","No","400","","","","","","","","","","","","Snacks","","http://sattvicfoods.in/wp-content/uploads/2015/01/IMG_6305.jpg","33|34","Taxable","",,,,"","","Standard","No","","In Stock","No","Yes","","","","","","private","Closed","0","","","","","","","","",,,"","","","","",""
"753807915908","300","","Variation #300 of Dehydrated Green Chilly Powder","","http://sattvicfoods.in/product_variation/","http://sattvicfoods.in/?post_type=product&p=298&attribute_size=500+g","","","06/01/2015","06/01/2015","Variation","","No","No","No","600","","","","","","","","","","","","Dehydrates","","",,"","",,,,"","","Standard","No","","In Stock","No","No","","","","","","Publish","Closed","1","","","","","","","","",,,"","","","","",""
"753807915908","299","","Variation #299 of Dehydrated Green Chilly Powder","","http://sattvicfoods.in/product_variation/","http://sattvicfoods.in/?post_type=product&p=298&attribute_size=50+g","","","06/01/2015","06/01/2015","Variation","","No","No","No","75","","","","","","","","","","","","Dehydrates","","",,"","",,,,"","","Standard","No","","In Stock","No","No","","","","","","Publish","Closed","0","","","","","","","","",,,"","","","","",""
"","298","753807915908","Dehydrated Green Chilly Powder","dehydrated-green-chilly-powder","http://sattvicfoods.in/?post_type=product&p=298","http://sattvicfoods.in/?post_type=product&p=298","Green Chilly powder can be used in gravies, sauces, soups, or to provide color in any recipe. These green chillies are dehydrated and then ground into a powder. Retaining all the protective nutrients of green chillies, this powder is naturally rich in vitamins, minerals, and nitrate. There are no additives.

<strong>Health Benefits:</strong>
<ul>
	<li>Green chilies are very rich in Vitamin C, which plays an important role in absorption of other vitamins in the body.</li>
	<li>They are strong anti-oxidants and prevent against free radicals.</li>
	<li>Green chilies are rich in dietary fiber which is important for a healthy digestive system.</li>
	<li>They are rich in Vitamin A, which in turn is very good for your eyes and skin.</li>
	<li>According to some studies, green chilies are responsible of reduction in blood sugar levels and can be a boon to diabetics.</li>
	<li>Some studies suggest that Capsaicin, a chemical found in green chilies helps fight against prostrate cancer.</li>
	<li>Green chilies being good anti-oxidants, are good for skin as they help fight against acne and pimples.</li>
	<li>Capsaicin can be an anti-depressant as it releases endorphins ( hormones for good mood ) into the brain.</li>
	<li>The anti-bacterial property of green chilies help keep our body worm free.</li>
</ul>
<div class=""block""></div>
<strong>Our Technology
</strong>Our pioneering technology targets and evaporates water molecules without disturbing the antioxidants, vitamins or minerals in the original material.

Within hours, freshly picked produce becomes a fine powder that retains 100 percent nutrition, as well as full flavor, aroma and color. Our powders retain the integrity of farm-fresh fruits and vegetables better than any other technology.

<strong>Benefits:</strong>
<ul>
	<li>Ease of consumption</li>
	<li>Add natural color and health benefits</li>
</ul>
&nbsp;

&nbsp;","","06/01/2015","22/07/2015","Variable","Catalog & Search","No","No","No","75","","","","","","","","","","","","Dehydrates","","http://sattvicfoods.in/wp-content/uploads/2015/01/SD_GrChilly.png","262","Taxable","",,,,"","","Standard","No","","In Stock","No","Yes","","","","","","Draft","Closed","0","","","","","","","","",,,"","","","","",""
"753807915892","297","","Variation #297 of Dehydrated Beetroot Powder","","http://sattvicfoods.in/product_variation/","http://sattvicfoods.in/?post_type=product&p=295&attribute_size=500+g","","","06/01/2015","06/01/2015","Variation","","No","No","No","600","","","","","","","","","","","","Dehydrates","","",,"","",,,,"","","Standard","No","","In Stock","No","No","","","","","","Publish","Closed","1","","","","","","","","",,,"","","","","",""
"753807915892","296","","Variation #296 of Dehydrated Beetroot Powder","","http://sattvicfoods.in/product_variation/","http://sattvicfoods.in/?post_type=product&p=295&attribute_size=50+g","","","06/01/2015","06/01/2015","Variation","","No","No","No","75","","","","","","","","","","","","Dehydrates","","",,"","",,,,"","","Standard","No","","In Stock","No","No","","","","","","Publish","Closed","0","","","","","","","","",,,"","","","","",""
